codigo usuario;codigo medidor;fecha consulta;fecha lectura;lectura final;anomalia
1103066;33710;05/12/2018;05/12/2018;4064.97;
1103067;34007;05/12/2018;05/12/2018;5926.86;
1103072;46619;05/12/2018;05/12/2018;7947.41;
1103074;49208;05/12/2018;05/12/2018;8195.81;
1103077;46574;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103080;49514;05/12/2018;05/12/2018;2231.08;
1103083;4970949706;05/12/2018;05/12/2018;12925.13;
1103090;53678;05/12/2018;05/12/2018;4142.06;
1103097;31304;05/12/2018;;;Medidor Sin Conexion
1103099;36860;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103101;30851;05/12/2018;05/12/2018;9913.21;
1103102;33119;05/12/2018;05/12/2018;4785.61;
1103104;33041;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103106;46490;05/12/2018;05/12/2018;4740.80;
1103108;32747;05/12/2018;;;Medidor Sin Conexion
1103109;46496;05/12/2018;05/12/2018;2986.19;
1103110;32729;05/12/2018;;;Medidor Sin Conexion
1103111;50984;05/12/2018;05/12/2018;3071.40;
1103112;30812;05/12/2018;05/12/2018;11961.82;
1103114;32744;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103115;38855;05/12/2018;05/12/2018;985.64;
1103116;34922;05/12/2018;05/12/2018;443.78;
1103120;55369;05/12/2018;05/12/2018;890.56;
1103128;30815;05/12/2018;05/12/2018;2598.55;
1103130;39716;05/12/2018;05/12/2018;1894.98;
1103134;36713;05/12/2018;05/12/2018;6679.78;
1103136;38909;05/12/2018;05/12/2018;3484.48;
1103138;36725;05/12/2018;05/12/2018;2848.49;
1103140;54136;05/12/2018;05/12/2018;22995.44;
1103141;36740;05/12/2018;05/12/2018;8001.05;
1103145;53705;05/12/2018;05/12/2018;6599.04;
1103147;33884;05/12/2018;05/12/2018;4673.15;
1103148;42272;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103149;35837;05/12/2018;05/12/2018;6599.08;
1103150;48869;05/12/2018;05/12/2018;10178.30;
1103152;42893;05/12/2018;05/12/2018;61.78;
1103157;43751;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103160;53680;05/12/2018;05/12/2018;7497.79;
1103161;53698;05/12/2018;;;Medidor Sin Conexion
1103183;33122;05/12/2018;05/12/2018;3736.20;
1103185;36737;05/12/2018;05/12/2018;5249.89;
1103192;36833;05/12/2018;05/12/2018;2000.28;
1103199;38876;05/12/2018;05/12/2018;11761.10;
1103201;34700;05/12/2018;05/12/2018;2989.09;
1103202;45257;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103228;515935548453222;05/12/2018;05/12/2018;93.23;
1103228;515935548453222;05/12/2018;05/12/2018;2281.72;
1103236;40565;05/12/2018;05/12/2018;19192.83;
1103248;52949;05/12/2018;05/12/2018;4792.91;
1103434;49730;05/12/2018;05/12/2018;10707.89;
1103436;38237;05/12/2018;05/12/2018;9511.66;
1103440;45674;05/12/2018;05/12/2018;4254.49;
1103445;38351;05/12/2018;05/12/2018;7142.93;
1103447;41351;05/12/2018;05/12/2018;3804.45;
1103448;41462;05/12/2018;05/12/2018;9446.19;
1103449;41441;05/12/2018;05/12/2018;5645.66;
1103450;36920;05/12/2018;05/12/2018;1473.34;
1103451;41429;05/12/2018;05/12/2018;2141.40;
1103461;30557;05/12/2018;05/12/2018;5330.70;
1103465;30563;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103466;30593;05/12/2018;05/12/2018;9985.05;
1103468;32519;05/12/2018;05/12/2018;121.91;
1103469;30569;05/12/2018;05/12/2018;1059.84;
1103471;30635;05/12/2018;05/12/2018;9479.66;
1103473;42932;05/12/2018;05/12/2018;2625.96;
1103474;30518;05/12/2018;05/12/2018;4919.72;
1103475;48254;05/12/2018;05/12/2018;4791.75;
1103476;30572;05/12/2018;05/12/2018;3771.73;
1103477;32315;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103478;32042;05/12/2018;05/12/2018;1429.43;
1103479;30548;05/12/2018;05/12/2018;6929.82;
1103480;30575;05/12/2018;05/12/2018;8042.40;
1103481;43454;05/12/2018;05/12/2018;3197.50;
1103482;30581;05/12/2018;05/12/2018;7839.18;
1103483;42809;05/12/2018;05/12/2018;9553.50;
1103484;36329;05/12/2018;05/12/2018;8122.63;
1103485;48614;05/12/2018;05/12/2018;6173.18;
1103486;45767;05/12/2018;05/12/2018;11677.16;
1103487;45776;05/12/2018;05/12/2018;6732.89;
1103488;53427;05/12/2018;05/12/2018;865.68;
1103489;43475;05/12/2018;05/12/2018;7945.24;
1103490;41357;05/12/2018;05/12/2018;14985.67;
1103491;30611;05/12/2018;05/12/2018;9979.84;
1103492;47600;05/12/2018;05/12/2018;5185.21;
1103493;47609;05/12/2018;05/12/2018;2514.81;
1103494;41423;05/12/2018;05/12/2018;6891.41;
1103495;47033;05/12/2018;05/12/2018;11888.77;
1103496;47096;05/12/2018;05/12/2018;3501.71;
1103497;51815;05/12/2018;05/12/2018;9868.06;
1103498;55444;05/12/2018;05/12/2018;1173.32;
1103499;34199;05/12/2018;05/12/2018;3472.82;
1103500;30512;05/12/2018;05/12/2018;3379.15;
1103501;32423;05/12/2018;05/12/2018;1647.81;
1103502;32408;05/12/2018;05/12/2018;4259.34;
1103503;37682;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103504;48062;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103506;45758;05/12/2018;05/12/2018;11066.61;
1103507;38363;05/12/2018;05/12/2018;1865.27;
1103509;45785;05/12/2018;05/12/2018;6216.83;
1103541;55608;05/12/2018;05/12/2018;107.65;
1103560;53518;05/12/2018;05/12/2018;3851.23;
1103571;44207;05/12/2018;05/12/2018;1267.14;
1103572;44156;05/12/2018;05/12/2018;1032.43;
1103576;29537;05/12/2018;05/12/2018;3025.78;
1103578;53985;05/12/2018;05/12/2018;5181.32;
1103580;51643;05/12/2018;05/12/2018;4903.78;
1103581;51571;05/12/2018;05/12/2018;5931.50;
1103586;53336;05/12/2018;05/12/2018;8639.98;
1103624;53044;05/12/2018;05/12/2018;5004.84;
1103628;55528;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103629;53654;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103630;54517;05/12/2018;05/12/2018;3614.00;
1103633;52366;05/12/2018;05/12/2018;6249.46;
1103636;51475;05/12/2018;05/12/2018;4359.04;
1103721;49988;05/12/2018;05/12/2018;6280.47;
1103726;47159;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103729;45047;05/12/2018;05/12/2018;11880.23;
1103731;38264;05/12/2018;05/12/2018;1772.84;
1103732;38207;05/12/2018;05/12/2018;4425.58;
1103733;31769;05/12/2018;05/12/2018;7153.72;
1103735;42965;05/12/2018;05/12/2018;5502.63;
1103736;42959;05/12/2018;05/12/2018;4997.34;
1103737;31994;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103738;42860;05/12/2018;05/12/2018;8133.28;
1103740;38519;05/12/2018;05/12/2018;3213.19;
1103741;29990;05/12/2018;05/12/2018;3204.30;
1103742;31706;05/12/2018;05/12/2018;8879.57;
1103743;38285;05/12/2018;05/12/2018;7035.49;
1103744;47132;05/12/2018;05/12/2018;6050.08;
1103745;44438;05/12/2018;05/12/2018;4128.59;
1103747;47126;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103748;38195;05/12/2018;05/12/2018;8214.15;
1103749;49718;05/12/2018;05/12/2018;9616.49;
1103750;44855;05/12/2018;05/12/2018;2972.58;
1103751;41765;05/12/2018;05/12/2018;6542.59;
1103752;42773;05/12/2018;05/12/2018;5372.46;
1103754;46091;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103755;46106;05/12/2018;05/12/2018;7315.78;
1103756;44750;05/12/2018;05/12/2018;747.32;
1103759;31775;05/12/2018;05/12/2018;6930.56;
1103760;31868;05/12/2018;05/12/2018;5184.85;
1103761;31115;05/12/2018;05/12/2018;9408.10;
1103762;42830;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1103763;31064;05/12/2018;05/12/2018;3582.54;
1103764;31109;05/12/2018;05/12/2018;3946.88;
1103765;31880;05/12/2018;05/12/2018;5381.09;
1103766;50024;05/12/2018;05/12/2018;5163.43;
1103767;49961;05/12/2018;05/12/2018;3349.45;
1103845;54686;05/12/2018;05/12/2018;7320.74;
1103846;54159;05/12/2018;05/12/2018;5849.64;
1104367;29492;05/12/2018;05/12/2018;8216.19;
1104370;29387;05/12/2018;05/12/2018;4014.65;
1104375;29921;05/12/2018;05/12/2018;11670.20;
1104378;37580;05/12/2018;05/12/2018;10489.36;
1104379;52320;05/12/2018;05/12/2018;7086.15;
1104386;36944;05/12/2018;05/12/2018;11520.33;
1105170;35336;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1105173;46775;05/12/2018;05/12/2018;8806.75;
1105174;45920;05/12/2018;05/12/2018;3281.98;
1105175;41348;05/12/2018;05/12/2018;6146.71;
1105177;41366;05/12/2018;05/12/2018;945.32;
1105180;29039;05/12/2018;05/12/2018;3021.87;
1105183;36581;05/12/2018;05/12/2018;6374.63;
1105189;41204;05/12/2018;;;Medidor Sin Conexion
1105238;41927;05/12/2018;05/12/2018;5308.29;
1105240;31997;05/12/2018;05/12/2018;8549.14;
1105243;41972;05/12/2018;05/12/2018;6247.74;
1105244;33719;05/12/2018;05/12/2018;3391.14;
1105250;53806;05/12/2018;05/12/2018;1045.84;
1105276;36614;05/12/2018;05/12/2018;4840.18;
1105278;46868;05/12/2018;04/12/2018;6589.49;
1105362;54646;05/12/2018;05/12/2018;2749.24;
1105379;54662;05/12/2018;05/12/2018;5199.07;
1105587;34859;05/12/2018;;;Medidor Sin Conexion
1105592;35507;05/12/2018;05/12/2018;10996.36;
1105616;35381;05/12/2018;05/12/2018;12984.65;
1105618;31247;05/12/2018;;;Medidor Sin Conexion
1105619;40721;05/12/2018;05/12/2018;57.54;
1105621;40754;05/12/2018;05/12/2018;7120.84;
1105821;38573;05/12/2018;05/12/2018;3713.31;
1105824;45251;05/12/2018;05/12/2018;1106.17;
1105828;45143;05/12/2018;05/12/2018;5891.77;
1105864;29603;05/12/2018;05/12/2018;20030.60;
1105878;39521;05/12/2018;05/12/2018;10069.59;
1105879;41036;05/12/2018;05/12/2018;5390.54;
1105882;45065;05/12/2018;05/12/2018;20.36;
1106367;54271;05/12/2018;05/12/2018;4397.41;
1106372;52347;05/12/2018;05/12/2018;4370.14;
1106391;53496;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1106393;52322;05/12/2018;05/12/2018;6725.00;
1106395;52329;05/12/2018;05/12/2018;5375.55;
1106404;53375;05/12/2018;05/12/2018;7538.07;
1106692;3739730017;05/12/2018;05/12/2018;109580.31;
1106693;34952;05/12/2018;05/12/2018;9838.02;
1106698;40631;05/12/2018;05/12/2018;814.82;
1106699;38186;05/12/2018;05/12/2018;2623.16;
1106700;34892;05/12/2018;05/12/2018;186.41;
1106701;34925;05/12/2018;05/12/2018;894.31;
1106703;38321;05/12/2018;05/12/2018;4473.21;
1106704;38405;05/12/2018;05/12/2018;6267.78;
1106707;38393;05/12/2018;05/12/2018;5525.57;
1106708;35963;05/12/2018;05/12/2018;5406.10;
1107011;36326;05/12/2018;05/12/2018;6518.06;
1107012;51799;05/12/2018;05/12/2018;5228.18;
1107014;36416;05/12/2018;05/12/2018;10374.67;
1107016;36341;05/12/2018;05/12/2018;5754.86;
1107019;46517;05/12/2018;05/12/2018;4075.29;
1107020;36401;05/12/2018;05/12/2018;23.09;
1107022;49439;05/12/2018;05/12/2018;11339.26;
1107026;52127;05/12/2018;05/12/2018;77.23;
1107027;47975;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107030;35738;05/12/2018;05/12/2018;1392.13;
1107034;36896;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107039;35771;05/12/2018;05/12/2018;6270.59;
1107041;32723;05/12/2018;05/12/2018;4930.53;
1107042;32738;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107047;47906;05/12/2018;05/12/2018;4712.21;
1107049;30059;05/12/2018;;;Medidor Sin Conexion
1107051;34634;05/12/2018;05/12/2018;8388.82;
1107053;34565;05/12/2018;05/12/2018;9472.55;
1107055;42362;05/12/2018;05/12/2018;7704.78;
1107056;54885;05/12/2018;05/12/2018;4730.12;
1107069;53597;05/12/2018;05/12/2018;9772.44;
1107072;40130;05/12/2018;05/12/2018;7672.02;
1107080;49334;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107081;40655;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107082;40376;05/12/2018;05/12/2018;4382.35;
1107083;40940;05/12/2018;05/12/2018;862.91;
1107084;40340;05/12/2018;05/12/2018;6542.82;
1107085;38423;05/12/2018;05/12/2018;1840.88;
1107129;31748;05/12/2018;05/12/2018;5987.08;
1107135;49136;05/12/2018;05/12/2018;3129.14;
1107136;31709;05/12/2018;05/12/2018;15933.34;
1107145;48671;05/12/2018;05/12/2018;8619.48;
1107150;48686;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107156;41045;05/12/2018;05/12/2018;3902.81;
1107158;48767;05/12/2018;05/12/2018;13001.31;
1107160;49064;05/12/2018;05/12/2018;2934.84;
1107164;49133;05/12/2018;05/12/2018;2083.60;
1107167;48752;05/12/2018;;;Medidor Sin Conexion
1107169;49139;05/12/2018;05/12/2018;5750.50;
1107171;49145;05/12/2018;05/12/2018;5204.27;
1107178;49082;05/12/2018;05/12/2018;12541.54;
1107194;51285;05/12/2018;05/12/2018;4303.54;
1107202;45482;05/12/2018;05/12/2018;8373.50;
1107203;45416;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107206;31715;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107208;29993;05/12/2018;05/12/2018;4479.50;
1107223;54025;05/12/2018;05/12/2018;3031.94;
1107224;54018;05/12/2018;05/12/2018;949.71;
1107225;37595;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1107226;54051;05/12/2018;05/12/2018;10545.97;
1107227;50704;05/12/2018;05/12/2018;4669.34;
1107229;49088;05/12/2018;05/12/2018;8879.14;
1107230;49127;05/12/2018;05/12/2018;6728.88;
1107231;49151;05/12/2018;05/12/2018;10869.90;
1107232;49130;05/12/2018;05/12/2018;4554.39;
1107236;50705;05/12/2018;05/12/2018;4724.17;
1107239;51083;05/12/2018;05/12/2018;7786.25;
1107240;51109;05/12/2018;05/12/2018;5750.64;
1107243;50830;05/12/2018;05/12/2018;5145.62;
1107246;54291;05/12/2018;05/12/2018;5260.29;
1107249;50829;05/12/2018;05/12/2018;6919.43;
1107499;29951;05/12/2018;05/12/2018;4474.88;
1107503;52247;05/12/2018;05/12/2018;6333.39;
1107774;46931;05/12/2018;05/12/2018;5537.06;
1108889;46697;05/12/2018;05/12/2018;8884.68;
1109079;48161;05/12/2018;05/12/2018;12890.25;
1109080;48257;05/12/2018;;;Medidor Sin Conexion
1109082;44894;05/12/2018;05/12/2018;6662.30;
1109083;39467;05/12/2018;05/12/2018;3.34;
1109087;45623;05/12/2018;05/12/2018;1557.22;
1109380;44963;05/12/2018;;;Medidor Sin Conexion
1109448;48836;05/12/2018;05/12/2018;7811.43;
1109459;52745;05/12/2018;05/12/2018;6267.79;
1109472;42632;05/12/2018;04/12/2018;8056.45;
1109474;38069;05/12/2018;05/12/2018;7346.14;
1109476;42731;05/12/2018;05/12/2018;6176.68;
1109489;53304;05/12/2018;05/12/2018;7908.26;
1109490;52130;05/12/2018;05/12/2018;4597.55;
1109491;33572;05/12/2018;05/12/2018;10190.34;
1109492;32066;05/12/2018;05/12/2018;3475.03;
1109493;46358;05/12/2018;;;Medidor Sin Conexion
1109494;35429;05/12/2018;;;Medidor Sin Conexion
1109497;39929;05/12/2018;05/12/2018;12288.15;
1109506;53947;05/12/2018;05/12/2018;9633.74;
1109625;32393;05/12/2018;05/12/2018;4613.55;
1109631;40241;05/12/2018;05/12/2018;5210.40;
1109777;47660;05/12/2018;05/12/2018;6575.09;
1109778;47873;05/12/2018;05/12/2018;10243.20;
1109931;54718;05/12/2018;05/12/2018;1.59;
1109969;50682;05/12/2018;05/12/2018;4948.25;
1109971;35519;05/12/2018;05/12/2018;4556.02;
1109991;31112;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1109993;42839;05/12/2018;05/12/2018;6334.54;
1109996;46109;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1110002;38564;05/12/2018;05/12/2018;181.21;
1110003;49946;05/12/2018;05/12/2018;1235.98;
1110004;50860;05/12/2018;05/12/2018;6662.71;
1110011;31034;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1110015;49928;05/12/2018;05/12/2018;3435.83;
1110052;50045;05/12/2018;05/12/2018;7830.84;
1110054;35648;05/12/2018;05/12/2018;5159.74;
1110055;33218;05/12/2018;05/12/2018;9188.51;
1110194;34475;05/12/2018;05/12/2018;9924.02;
1110221;35345;05/12/2018;05/12/2018;3080.24;
1110225;31265;05/12/2018;05/12/2018;1898.29;
1110226;49883;05/12/2018;05/12/2018;504.81;
1110239;41390;05/12/2018;05/12/2018;105.28;
1110513;42800;05/12/2018;05/12/2018;5061.48;
1110519;31670;05/12/2018;05/12/2018;8534.65;
1110521;30995;05/12/2018;05/12/2018;8945.12;
1110523;29888;05/12/2018;05/12/2018;7313.07;
1110529;31652;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1110530;55587;05/12/2018;05/12/2018;67.64;
1110533;31664;05/12/2018;05/12/2018;2994.81;
1110535;38288;05/12/2018;05/12/2018;3939.22;
1110542;44453;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1110547;44495;05/12/2018;05/12/2018;2339.63;
1110548;47111;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1110586;53880;05/12/2018;05/12/2018;4437.08;
1110598;50522;05/12/2018;05/12/2018;6171.65;
1110626;38279;05/12/2018;05/12/2018;5140.08;
1110655;54177;05/12/2018;05/12/2018;7714.96;
1110822;49664;05/12/2018;05/12/2018;5114.44;
1110841;44756;05/12/2018;05/12/2018;1555.21;
1110879;31094;05/12/2018;05/12/2018;2615.11;
1110976;31814;05/12/2018;05/12/2018;8639.96;
1111030;43685;05/12/2018;05/12/2018;8436.45;
1111156;39623;05/12/2018;05/12/2018;8408.15;
1111285;53376;05/12/2018;05/12/2018;4787.52;
1111296;30446;05/12/2018;05/12/2018;3236.03;
1111413;33959;05/12/2018;05/12/2018;8658.79;
1111515;54129;05/12/2018;05/12/2018;11402.54;
1111671;49775;05/12/2018;05/12/2018;5807.64;
1111694;54714;05/12/2018;05/12/2018;9738.79;
1112076;53487;05/12/2018;05/12/2018;6147.60;
1112079;54430;05/12/2018;05/12/2018;2566.05;
1112080;5350853473;05/12/2018;05/12/2018;12467.38;
1112081;53368;05/12/2018;05/12/2018;10819.69;
1112082;53381;05/12/2018;05/12/2018;29.06;
1112083;53345;05/12/2018;05/12/2018;3004.35;
1112084;51469;05/12/2018;05/12/2018;6447.50;
1112085;53147;05/12/2018;05/12/2018;3937.96;
1112086;53535;05/12/2018;05/12/2018;19.33;
1112088;50663;05/12/2018;05/12/2018;2952.99;
1112089;52367;05/12/2018;05/12/2018;12810.46;
1112090;52361;05/12/2018;05/12/2018;3834.08;
1112091;52369;05/12/2018;05/12/2018;1420.10;
1112092;54966;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1112093;52307;05/12/2018;05/12/2018;4922.14;
1112094;55013;05/12/2018;05/12/2018;1551.26;
1112096;55497;05/12/2018;05/12/2018;232.99;
1112097;53726;05/12/2018;05/12/2018;4758.51;
1112098;53493;05/12/2018;05/12/2018;4508.51;
1112099;53503;05/12/2018;05/12/2018;2192.95;
1112105;52318;05/12/2018;05/12/2018;3400.68;
1112109;53380;05/12/2018;05/12/2018;3225.31;
1112112;53140;05/12/2018;05/12/2018;1267.47;
1112115;50611;05/12/2018;05/12/2018;7329.52;
1112119;53166;05/12/2018;05/12/2018;2844.67;
1112628;53364;05/12/2018;05/12/2018;3658.48;
1112652;39374;05/12/2018;;;Medidor Sin Conexion
1112752;34544;05/12/2018;05/12/2018;5553.55;
1112849;50734;05/12/2018;05/12/2018;5190.85;
1112850;51908;05/12/2018;05/12/2018;2438.69;
1112851;53507;05/12/2018;05/12/2018;3178.44;
1112852;52321;05/12/2018;05/12/2018;4878.26;
1112853;53371;05/12/2018;05/12/2018;3391.97;
1112854;50444;05/12/2018;05/12/2018;1822.20;
1112856;53370;05/12/2018;05/12/2018;1819.97;
1112857;53374;05/12/2018;05/12/2018;5416.87;
1112871;53250;05/12/2018;05/12/2018;3255.02;
1112872;54013;05/12/2018;05/12/2018;16460.42;
1112876;45032;05/12/2018;05/12/2018;9916.33;
1112877;29645;05/12/2018;05/12/2018;7860.23;
1112879;47477;05/12/2018;05/12/2018;11637.40;
1112880;53188;05/12/2018;05/12/2018;15960.58;
1112887;41087;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1112896;50120;05/12/2018;05/12/2018;3487.98;
1112973;54395;05/12/2018;05/12/2018;4270.03;
1112975;52358;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1113109;54031;05/12/2018;05/12/2018;4406.09;
1113111;54038;05/12/2018;05/12/2018;5100.07;
1113182;45194;05/12/2018;05/12/2018;8841.01;
1113220;37040;05/12/2018;05/12/2018;300.15;
1113222;33953;05/12/2018;05/12/2018;886.43;
1113224;37079;05/12/2018;05/12/2018;3073.00;
1113225;37166;05/12/2018;05/12/2018;2755.19;
1113228;37142;05/12/2018;05/12/2018;94.18;
1113234;39197;05/12/2018;05/12/2018;11.07;
1113244;36518;05/12/2018;05/12/2018;3686.79;
1113245;37106;05/12/2018;05/12/2018;2602.73;
1113246;39827;05/12/2018;05/12/2018;850.13;
1113248;37124;05/12/2018;05/12/2018;3805.57;
1113492;53379;05/12/2018;05/12/2018;978.82;
1113495;50468;05/12/2018;05/12/2018;5686.44;
1113498;50482;05/12/2018;05/12/2018;6055.84;
1113668;50457;05/12/2018;05/12/2018;3722.29;
1113671;50455;05/12/2018;05/12/2018;1150.59;
1113672;53350;05/12/2018;05/12/2018;1578.46;
1113685;52055;05/12/2018;05/12/2018;5125.29;
1113961;50962;05/12/2018;05/12/2018;11582.65;
1113989;41924;05/12/2018;05/12/2018;4124.44;
1113998;4979031241;05/12/2018;05/12/2018;12222.47;
1114002;41969;05/12/2018;05/12/2018;11278.43;
1114005;47255;05/12/2018;05/12/2018;8803.53;
1114013;38162;05/12/2018;05/12/2018;7623.43;
1114386;54428;05/12/2018;05/12/2018;953.64;
1114387;54032;05/12/2018;05/12/2018;586.32;
1114388;54044;05/12/2018;05/12/2018;5635.95;
1114478;49586;05/12/2018;05/12/2018;8841.73;
1114527;4253039125;05/12/2018;05/12/2018;16128.81;
1114604;29054;05/12/2018;05/12/2018;5609.83;
1114608;37529;05/12/2018;05/12/2018;3381.11;
1114610;36557;05/12/2018;05/12/2018;633.70;
1114611;36515;05/12/2018;05/12/2018;250.44;
1114658;39173;05/12/2018;05/12/2018;4541.66;
1114660;36458;05/12/2018;05/12/2018;3549.09;
1114734;29042;05/12/2018;05/12/2018;4720.91;
1114735;36470;05/12/2018;03/12/2018;2381.28;
1114738;37553;05/12/2018;05/12/2018;3927.96;
1114739;33734;05/12/2018;05/12/2018;11008.36;
1114741;36488;05/12/2018;05/12/2018;2213.70;
1114742;45683;05/12/2018;05/12/2018;10616.62;
1114743;33761;05/12/2018;05/12/2018;6886.96;
1114744;47732;05/12/2018;05/12/2018;11844.99;
1114750;29018;05/12/2018;05/12/2018;846.85;
1114751;36503;05/12/2018;05/12/2018;3113.56;
1114753;53347;05/12/2018;05/12/2018;1436.90;
1115007;39947;05/12/2018;05/12/2018;13135.23;
1115013;39842;05/12/2018;05/12/2018;25817.53;
1115166;43463;05/12/2018;05/12/2018;9292.85;
1115171;43415;05/12/2018;05/12/2018;841.71;
1115265;52303;05/12/2018;05/12/2018;4096.97;
1115656;348233487437334;05/12/2018;05/12/2018;7674.97;
1115702;54026;05/12/2018;05/12/2018;2420.28;
1115703;41129;05/12/2018;05/12/2018;8828.09;
1115708;40325;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1115945;54548;05/12/2018;05/12/2018;7222.54;
1115948;45203;05/12/2018;05/12/2018;29135.34;
1115949;51004;05/12/2018;05/12/2018;5161.32;
1115952;52368;05/12/2018;05/12/2018;5560.29;
1115981;41672;05/12/2018;05/12/2018;10001.33;
1116079;43409;05/12/2018;05/12/2018;7615.22;
1116082;43427;05/12/2018;05/12/2018;2238.88;
1116108;50135;05/12/2018;05/12/2018;2389.53;
1116115;29438;05/12/2018;05/12/2018;12130.10;
1116116;29396;05/12/2018;05/12/2018;5517.23;
1116313;32855;05/12/2018;05/12/2018;3785.04;
1116315;32858;05/12/2018;05/12/2018;3292.40;
1116708;44075;05/12/2018;05/12/2018;8252.91;
1116709;46331;05/12/2018;05/12/2018;4445.02;
1116710;42107;05/12/2018;;;Medidor Sin Conexion
1116723;53513;05/12/2018;05/12/2018;8583.19;
1116731;50656;05/12/2018;05/12/2018;5270.76;
1116967;53207;05/12/2018;05/12/2018;8098.88;
1116992;30092;05/12/2018;05/12/2018;5541.01;
1117460;53273;05/12/2018;05/12/2018;8346.25;
1117465;3796448236;05/12/2018;05/12/2018;18909.22;
1117467;29420;05/12/2018;05/12/2018;4219.26;
1117468;29489;05/12/2018;05/12/2018;5026.08;
1117470;29453;05/12/2018;05/12/2018;9290.41;
1117819;33089;05/12/2018;05/12/2018;6081.41;
1117845;54587;05/12/2018;05/12/2018;682.44;
1117852;38933;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1117853;36857;05/12/2018;05/12/2018;8569.45;
1117854;36926;05/12/2018;05/12/2018;2752.59;
1117855;47270;05/12/2018;05/12/2018;4435.30;
1117856;41621;05/12/2018;05/12/2018;613.86;
1117857;45353;05/12/2018;05/12/2018;6296.31;
1117858;38867;05/12/2018;05/12/2018;6315.95;
1117859;38843;05/12/2018;05/12/2018;7088.68;
1117862;38918;05/12/2018;05/12/2018;2399.42;
1117865;35999;05/12/2018;05/12/2018;11224.72;
1117908;43610;05/12/2018;05/12/2018;5122.25;
1118048;44852;05/12/2018;;;Medidor Sin Conexion
1118051;44777;05/12/2018;05/12/2018;7662.61;
1118053;41549;05/12/2018;04/12/2018;7756.13;
1118055;47003;05/12/2018;05/12/2018;7149.78;
1118056;37502;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1118690;53992;05/12/2018;05/12/2018;8144.28;
1118844;54286;05/12/2018;05/12/2018;6825.39;
1118929;29003;05/12/2018;05/12/2018;2779.72;
1118944;45512;05/12/2018;05/12/2018;5965.87;
1119016;51901;05/12/2018;05/12/2018;7825.51;
1119020;45242;05/12/2018;05/12/2018;22099.23;
1119096;38798;05/12/2018;05/12/2018;1262.08;
1119183;40748;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1119210;53974;05/12/2018;05/12/2018;5147.30;
1119214;54269;05/12/2018;05/12/2018;5616.08;
1119217;54272;05/12/2018;05/12/2018;1580.80;
1119218;54002;05/12/2018;05/12/2018;115.58;
1119219;51565;05/12/2018;05/12/2018;4233.31;
1119220;53424;05/12/2018;05/12/2018;3412.74;
1119221;54009;05/12/2018;05/12/2018;2560.00;
1119223;54296;05/12/2018;05/12/2018;5010.30;
1119227;54284;05/12/2018;05/12/2018;1285.72;
1119229;54265;05/12/2018;05/12/2018;2031.82;
1119234;54293;05/12/2018;05/12/2018;3496.54;
1119236;54275;05/12/2018;05/12/2018;5794.89;
1119237;52003;05/12/2018;05/12/2018;447.88;
1119239;54956;05/12/2018;05/12/2018;36.71;
1119244;38873;05/12/2018;05/12/2018;7486.09;
