codigo usuario;codigo medidor;fecha consulta;fecha lectura;lectura final;anomalia
1152212;41294;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152217;33893;05/12/2018;05/12/2018;6041.38;
1152218;46202;05/12/2018;05/12/2018;7153.19;
1152219;55278;05/12/2018;05/12/2018;2386.34;
1152220;42863;05/12/2018;05/12/2018;3933.79;
1152222;42923;05/12/2018;05/12/2018;6781.50;
1152223;42866;05/12/2018;05/12/2018;9015.50;
1152224;47198;05/12/2018;05/12/2018;631.29;
1152230;31694;05/12/2018;05/12/2018;5624.78;
1152247;30956;05/12/2018;05/12/2018;4105.08;
1152252;31697;05/12/2018;05/12/2018;2888.12;
1152255;31655;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152257;50033;05/12/2018;05/12/2018;1819.33;
1152262;41732;05/12/2018;05/12/2018;5297.01;
1152305;47597;05/12/2018;05/12/2018;7116.59;
1152325;29948;05/12/2018;05/12/2018;7254.79;
1152337;43589;05/12/2018;05/12/2018;12974.63;
1152392;30545;05/12/2018;05/12/2018;6852.51;
1152404;36746;05/12/2018;;;Medidor Sin Conexion
1152405;46598;05/12/2018;05/12/2018;4370.28;
1152406;31103;05/12/2018;05/12/2018;2246.46;
1152407;41507;05/12/2018;05/12/2018;437.99;
1152459;48239;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152463;40415;05/12/2018;05/12/2018;4209.07;
1152468;54570;05/12/2018;05/12/2018;5463.07;
1152486;46685;05/12/2018;05/12/2018;5744.19;
1152495;3945530932;05/12/2018;05/12/2018;11032.07;
1152519;52332;05/12/2018;05/12/2018;4443.07;
1152526;32246;05/12/2018;05/12/2018;2224.13;
1152528;52862;05/12/2018;05/12/2018;2721.58;
1152529;31526;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152530;41474;05/12/2018;05/12/2018;4075.89;
1152531;46967;05/12/2018;05/12/2018;5817.47;
1152532;55504;05/12/2018;05/12/2018;137.60;
1152534;44117;05/12/2018;05/12/2018;7860.42;
1152535;36953;05/12/2018;05/12/2018;1761.16;
1152536;33092;05/12/2018;05/12/2018;3291.25;
1152537;33611;05/12/2018;05/12/2018;11130.97;
1152538;46796;05/12/2018;05/12/2018;9456.42;
1152540;46886;05/12/2018;05/12/2018;1101.27;
1152541;35033;05/12/2018;05/12/2018;1025.25;
1152542;42512;05/12/2018;05/12/2018;1295.52;
1152560;34697;05/12/2018;05/12/2018;2653.63;
1152564;43619;05/12/2018;05/12/2018;1833.41;
1152567;40919;05/12/2018;05/12/2018;15118.84;
1152570;33848;05/12/2018;05/12/2018;7364.99;
1152572;44288;05/12/2018;05/12/2018;4850.91;
1152573;3699237010;05/12/2018;05/12/2018;1354.17;
1152575;36554;05/12/2018;05/12/2018;8327.55;
1152576;44249;05/12/2018;05/12/2018;11115.33;
1152578;29879;05/12/2018;;;Medidor Sin Conexion
1152580;46589;05/12/2018;05/12/2018;9225.95;
1152582;36233;05/12/2018;05/12/2018;9578.49;
1152583;42527;05/12/2018;05/12/2018;4053.01;
1152587;39140;05/12/2018;05/12/2018;2848.40;
1152595;42605;05/12/2018;05/12/2018;26849.34;
1152599;46211;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152621;49565;05/12/2018;05/12/2018;4968.29;
1152623;50649;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152628;35582;05/12/2018;05/12/2018;4713.51;
1152631;44045;05/12/2018;05/12/2018;946.97;
1152635;54843;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152640;41324;05/12/2018;05/12/2018;3923.43;
1152645;47588;05/12/2018;05/12/2018;5519.65;
1152647;41246;05/12/2018;05/12/2018;4690.82;
1152650;33128;05/12/2018;05/12/2018;5314.32;
1152651;46241;05/12/2018;05/12/2018;2273.51;
1152767;37550;05/12/2018;05/12/2018;2214.27;
1152768;39794;05/12/2018;;;Medidor Sin Conexion
1152769;49271;05/12/2018;;;Medidor Sin Conexion
1152770;49160;05/12/2018;05/12/2018;8536.57;
1152771;49697;05/12/2018;05/12/2018;4081.12;
1152772;49700;05/12/2018;05/12/2018;3405.55;
1152773;49256;05/12/2018;05/12/2018;3147.91;
1152774;33212;05/12/2018;;;Medidor Sin Conexion
1152776;49745;05/12/2018;05/12/2018;3308.97;
1152789;52614;05/12/2018;05/12/2018;5483.62;
1152791;37499;05/12/2018;05/12/2018;1703.33;
1152795;37211;05/12/2018;05/12/2018;7812.08;
1152914;30038;05/12/2018;05/12/2018;2922.31;
1152938;50252;05/12/2018;05/12/2018;6561.65;
1152945;37256;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1152962;375175522355224;05/12/2018;05/12/2018;6471.29;
1152977;37286;05/12/2018;05/12/2018;4990.58;
1152990;34046;05/12/2018;05/12/2018;6886.47;
1153002;48392;05/12/2018;05/12/2018;5472.07;
1153012;34106;05/12/2018;05/12/2018;9436.02;
1153027;41540;05/12/2018;05/12/2018;6183.85;
1153033;32645;05/12/2018;05/12/2018;7586.69;
1153063;37193;05/12/2018;05/12/2018;4364.71;
1153072;34136;05/12/2018;05/12/2018;1879.57;
1153082;50231;05/12/2018;;;Medidor Sin Conexion
1153093;46229;05/12/2018;05/12/2018;1060.81;
1153102;34079;05/12/2018;05/12/2018;3826.31;
1153111;37289;05/12/2018;05/12/2018;4575.51;
1153596;37523;05/12/2018;05/12/2018;10358.96;
1153599;50895;05/12/2018;05/12/2018;3160.65;
1153622;35009;05/12/2018;05/12/2018;3501.68;
1153623;54023;05/12/2018;05/12/2018;3114.68;
1153639;39428;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1153661;37838;05/12/2018;05/12/2018;8844.16;
1153714;510265228352271;05/12/2018;05/12/2018;1594.22;
1153731;4399744072;05/12/2018;05/12/2018;9429.78;
1153733;40556;05/12/2018;05/12/2018;13655.92;
1153761;37697;05/12/2018;05/12/2018;7724.63;
1153762;50273;05/12/2018;;;Medidor Sin Conexion
1153867;48218;05/12/2018;05/12/2018;6885.72;
1153935;40046;05/12/2018;05/12/2018;7590.92;
1153936;40031;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1153937;39995;05/12/2018;05/12/2018;5502.72;
1153941;49328;05/12/2018;05/12/2018;7877.55;
1153942;40733;05/12/2018;05/12/2018;4949.15;
1153945;40817;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1153946;380665490354905;05/12/2018;05/12/2018;6579.20;
1153949;40811;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1153952;40760;05/12/2018;05/12/2018;6701.47;
1153953;40085;05/12/2018;05/12/2018;5253.18;
1153955;49373;05/12/2018;05/12/2018;2847.20;
1153958;49385;05/12/2018;05/12/2018;5797.73;
1153959;38429;05/12/2018;05/12/2018;8394.03;
1153961;40190;05/12/2018;05/12/2018;39.11;
1153963;38417;05/12/2018;05/12/2018;3988.59;
1153966;38336;05/12/2018;05/12/2018;6382.20;
1153970;38447;05/12/2018;05/12/2018;6081.63;
1153972;40094;05/12/2018;05/12/2018;7761.31;
1153974;40172;05/12/2018;05/12/2018;8788.45;
1153984;44114;05/12/2018;05/12/2018;2022.74;
1154109;43043;05/12/2018;05/12/2018;3172.47;
1154129;4863237562;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154140;37481;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154335;31466;05/12/2018;05/12/2018;1541.56;
1154429;55887;05/12/2018;05/12/2018;149.10;
1154439;52567;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154501;42710;05/12/2018;05/12/2018;3076.15;
1154508;43703;05/12/2018;05/12/2018;3005.05;
1154509;42656;05/12/2018;05/12/2018;1546.03;
1154512;51621;05/12/2018;05/12/2018;5008.80;
1154513;51623;05/12/2018;05/12/2018;5213.88;
1154516;52139;05/12/2018;05/12/2018;5712.37;
1154534;38939;05/12/2018;05/12/2018;189.23;
1154535;43706;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154537;30713;05/12/2018;05/12/2018;5327.58;
1154539;43694;05/12/2018;05/12/2018;7096.03;
1154580;37508;05/12/2018;05/12/2018;4474.61;
1154581;32318;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154582;29459;05/12/2018;05/12/2018;4254.59;
1154584;49226;05/12/2018;05/12/2018;7167.62;
1154585;43811;05/12/2018;05/12/2018;4317.54;
1154591;37487;05/12/2018;05/12/2018;4490.47;
1154596;49196;05/12/2018;05/12/2018;6630.24;
1154597;37478;05/12/2018;05/12/2018;5252.58;
1154599;37475;05/12/2018;05/12/2018;15552.66;
1154609;44015;05/12/2018;05/12/2018;5802.37;
1154616;43193;05/12/2018;05/12/2018;3898.40;
1154621;43262;05/12/2018;05/12/2018;1991.28;
1154629;29258;05/12/2018;05/12/2018;4458.16;
1154639;33398;05/12/2018;05/12/2018;4257.29;
1154644;48086;05/12/2018;05/12/2018;3225.87;
1154671;34121;05/12/2018;05/12/2018;6660.93;
1154673;34160;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154675;32567;05/12/2018;05/12/2018;18514.36;
1154678;3158953058;05/12/2018;05/12/2018;15908.32;
1154680;49265;05/12/2018;05/12/2018;4302.32;
1154684;30566;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154689;49217;05/12/2018;05/12/2018;6278.79;
1154691;53809;05/12/2018;05/12/2018;4988.53;
1154735;48653;05/12/2018;05/12/2018;4175.14;
1154755;44105;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154757;37328;05/12/2018;05/12/2018;8453.25;
1154762;43049;05/12/2018;05/12/2018;2535.44;
1154825;42671;05/12/2018;;;Medidor Sin Conexion
1154834;43091;05/12/2018;05/12/2018;260.89;
1154844;43727;05/12/2018;05/12/2018;1688.15;
1154851;32807;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154857;32849;05/12/2018;05/12/2018;5693.06;
1154867;38006;05/12/2018;05/12/2018;6599.72;
1154874;42695;05/12/2018;05/12/2018;1142.01;
1154909;33605;05/12/2018;05/12/2018;10122.07;
1154922;55893;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154924;35405;05/12/2018;05/12/2018;3835.34;
1154931;44558;05/12/2018;05/12/2018;6307.18;
1154932;40136;05/12/2018;05/12/2018;2750.89;
1154933;43253;05/12/2018;05/12/2018;4908.06;
1154934;40202;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1154935;40091;05/12/2018;05/12/2018;4987.04;
1154936;38411;05/12/2018;05/12/2018;9616.53;
1154973;40388;05/12/2018;05/12/2018;7882.60;
1155103;53474;05/12/2018;05/12/2018;12136.01;
1155104;3128331388;05/12/2018;;;Medidor Sin Conexion
1155111;31145;05/12/2018;05/12/2018;8609.49;
1155121;50667;05/12/2018;05/12/2018;2736.79;
1155126;44915;05/12/2018;05/12/2018;10473.53;
1155250;43709;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155266;53932;05/12/2018;05/12/2018;9577.57;
1155270;3451134439;05/12/2018;05/12/2018;3627.74;
1155288;41495;05/12/2018;05/12/2018;3207.98;
1155297;5339952560;05/12/2018;05/12/2018;3317.65;
1155298;50186;05/12/2018;;;Medidor Sin Conexion
1155336;42689;05/12/2018;05/12/2018;5582.72;
1155392;49679;05/12/2018;05/12/2018;5739.52;
1155393;50036;05/12/2018;05/12/2018;2510.91;
1155402;32639;05/12/2018;05/12/2018;8399.00;
1155413;32390;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155416;53838;05/12/2018;05/12/2018;5464.58;
1155417;41981;05/12/2018;05/12/2018;4772.53;
1155418;48917;05/12/2018;05/12/2018;5201.85;
1155426;52011;05/12/2018;05/12/2018;4917.77;
1155445;54375;05/12/2018;05/12/2018;3044.18;
1155447;53279;05/12/2018;05/12/2018;7244.89;
1155452;53884;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155462;54639;05/12/2018;05/12/2018;6179.16;
1155481;41261;05/12/2018;05/12/2018;3641.86;
1155485;41270;05/12/2018;05/12/2018;1836.88;
1155488;47606;05/12/2018;05/12/2018;3509.35;
1155491;30848;05/12/2018;05/12/2018;7438.95;
1155492;30839;05/12/2018;05/12/2018;5014.39;
1155493;30764;05/12/2018;05/12/2018;3202.76;
1155494;30827;05/12/2018;05/12/2018;6605.30;
1155498;32870;05/12/2018;05/12/2018;11664.55;
1155499;43016;05/12/2018;05/12/2018;2611.30;
1155500;46679;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155501;29414;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155504;30863;05/12/2018;;;Medidor Sin Conexion
1155505;46412;05/12/2018;;;Medidor Sin Conexion
1155507;30821;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155514;42974;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155516;46757;05/12/2018;05/12/2018;4946.30;
1155518;48032;05/12/2018;05/12/2018;6478.14;
1155520;41234;05/12/2018;05/12/2018;6341.34;
1155521;31418;05/12/2018;05/12/2018;10596.64;
1155522;31460;05/12/2018;05/12/2018;6610.76;
1155531;54973;05/12/2018;05/12/2018;1039.19;
1155645;51304;05/12/2018;05/12/2018;7280.59;
1155669;41420;05/12/2018;05/12/2018;2046.93;
1155670;38354;05/12/2018;05/12/2018;4129.98;
1155671;48719;05/12/2018;05/12/2018;3931.11;
1155684;40679;05/12/2018;05/12/2018;7145.75;
1155693;54371;05/12/2018;05/12/2018;3623.38;
1155695;53268;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155696;30665;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155697;44243;05/12/2018;05/12/2018;10829.69;
1155699;30770;05/12/2018;05/12/2018;2102.87;
1155700;34277;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155702;47108;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155705;45734;05/12/2018;05/12/2018;6769.46;
1155707;40400;05/12/2018;05/12/2018;5887.10;
1155709;45719;05/12/2018;05/12/2018;4388.67;
1155730;33602;05/12/2018;05/12/2018;5702.42;
1155733;33536;05/12/2018;05/12/2018;4457.33;
1155736;33614;05/12/2018;05/12/2018;7717.31;
1155739;33656;05/12/2018;05/12/2018;6638.79;
1155741;40121;05/12/2018;05/12/2018;4494.41;
1155746;40208;05/12/2018;05/12/2018;4526.41;
1155747;51712;05/12/2018;05/12/2018;7396.30;
1155760;33569;05/12/2018;05/12/2018;6244.03;
1155761;33584;05/12/2018;05/12/2018;4858.23;
1155764;40124;05/12/2018;05/12/2018;9530.57;
1155769;40088;05/12/2018;05/12/2018;7967.03;
1155772;40097;05/12/2018;05/12/2018;7908.22;
1155775;40100;05/12/2018;05/12/2018;8724.42;
1155776;46766;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155777;46847;05/12/2018;05/12/2018;9013.32;
1155778;50933;05/12/2018;05/12/2018;2515.93;
1155780;46877;05/12/2018;05/12/2018;4093.21;
1155781;53045;05/12/2018;05/12/2018;4541.91;
1155783;40778;05/12/2018;05/12/2018;2250.82;
1155785;49349;05/12/2018;05/12/2018;8774.23;
1155789;39857;05/12/2018;05/12/2018;7960.85;
1155791;33659;05/12/2018;05/12/2018;5558.80;
1155796;39932;05/12/2018;05/12/2018;7194.02;
1155797;39836;05/12/2018;05/12/2018;8503.54;
1155800;44591;05/12/2018;05/12/2018;4793.89;
1155801;44621;05/12/2018;05/12/2018;3388.79;
1155807;44600;05/12/2018;05/12/2018;6767.09;
1155812;44567;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155813;40169;05/12/2018;05/12/2018;2371.88;
1155814;44510;05/12/2018;05/12/2018;4678.93;
1155823;30773;05/12/2018;05/12/2018;3696.83;
1155837;52651;05/12/2018;05/12/2018;5616.87;
1155839;53949;05/12/2018;05/12/2018;7694.05;
1155840;53938;05/12/2018;05/12/2018;7013.37;
1155842;53777;05/12/2018;;;Medidor Sin Conexion
1155843;53461;05/12/2018;;;Medidor Sin Conexion
1155845;53935;05/12/2018;05/12/2018;8486.26;
1155846;53572;05/12/2018;05/12/2018;4192.58;
1155847;52644;05/12/2018;05/12/2018;2567.71;
1155858;53870;05/12/2018;05/12/2018;7530.03;
1155859;53590;05/12/2018;05/12/2018;2261.87;
1155863;53575;05/12/2018;05/12/2018;7903.69;
1155866;53573;05/12/2018;05/12/2018;3280.94;
1155871;52274;05/12/2018;05/12/2018;7704.01;
1155873;50434;05/12/2018;05/12/2018;9904.60;
1155878;53588;05/12/2018;05/12/2018;707.02;
1155879;53552;05/12/2018;05/12/2018;4590.51;
1155881;52284;05/12/2018;05/12/2018;3690.44;
1155882;53558;05/12/2018;05/12/2018;2947.98;
1155884;53571;05/12/2018;05/12/2018;2421.26;
1155886;53555;05/12/2018;05/12/2018;8084.41;
1155891;50426;05/12/2018;05/12/2018;4048.38;
1155892;51665;05/12/2018;05/12/2018;2813.21;
1155893;52253;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155894;51939;05/12/2018;05/12/2018;3731.70;
1155904;50430;05/12/2018;05/12/2018;3642.36;
1155905;50412;05/12/2018;05/12/2018;4901.35;
1155906;52268;05/12/2018;05/12/2018;9574.33;
1155909;53877;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155912;53854;05/12/2018;05/12/2018;4872.42;
1155916;53876;05/12/2018;05/12/2018;2416.84;
1155922;52647;05/12/2018;05/12/2018;3376.87;
1155924;53617;05/12/2018;05/12/2018;6365.68;
1155932;53593;05/12/2018;05/12/2018;5033.16;
1155939;53619;05/12/2018;05/12/2018;6267.32;
1155942;53616;05/12/2018;05/12/2018;95.76;
1155945;53622;05/12/2018;05/12/2018;5273.08;
1155947;33431;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155948;53618;05/12/2018;05/12/2018;6209.15;
1155949;53605;05/12/2018;05/12/2018;3807.88;
1155956;51690;05/12/2018;05/12/2018;2387.61;
1155960;51697;05/12/2018;05/12/2018;5812.10;
1155961;48626;05/12/2018;05/12/2018;3660.40;
1155963;51661;05/12/2018;05/12/2018;3868.35;
1155973;51698;05/12/2018;05/12/2018;4171.10;
1155975;33494;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1155976;52269;05/12/2018;05/12/2018;7205.26;
1155977;53626;05/12/2018;05/12/2018;9918.92;
1155980;50410;05/12/2018;05/12/2018;7877.10;
1155998;51616;05/12/2018;05/12/2018;6571.46;
1156003;51876;05/12/2018;05/12/2018;2611.03;
1156008;42410;05/12/2018;05/12/2018;7979.32;
1156017;42413;05/12/2018;05/12/2018;5305.93;
1156026;5297151735;05/12/2018;05/12/2018;2220.13;Medidor Deconectado
1156030;54088;05/12/2018;05/12/2018;2584.36;
1156031;42464;05/12/2018;05/12/2018;4450.45;
1156032;38465;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1156033;40916;05/12/2018;05/12/2018;3279.76;
1156035;40904;05/12/2018;05/12/2018;20285.38;
1156036;43382;05/12/2018;05/12/2018;7746.96;
1156038;42455;05/12/2018;05/12/2018;7729.60;
1156040;30503;05/12/2018;05/12/2018;4922.01;
1156050;48080;05/12/2018;05/12/2018;4069.73;
1156053;53079;05/12/2018;05/12/2018;6002.46;
1156054;39383;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1156057;55592;05/12/2018;05/12/2018;2.70;
1156059;34349;05/12/2018;05/12/2018;12844.77;
1156060;51030;05/12/2018;05/12/2018;7715.84;
1156061;51170;05/12/2018;05/12/2018;8838.09;
1156062;54201;05/12/2018;05/12/2018;3483.20;
1156064;29723;05/12/2018;05/12/2018;8319.06;
1156065;5449451546;05/12/2018;05/12/2018;7018.90;
1156066;54030;05/12/2018;05/12/2018;13374.38;
1156067;51657;05/12/2018;05/12/2018;10673.54;
1156069;54176;05/12/2018;05/12/2018;11086.59;
1156071;29678;05/12/2018;05/12/2018;9526.19;
1156072;51046;05/12/2018;05/12/2018;10546.70;
1156075;51173;05/12/2018;05/12/2018;13139.94;
1156076;52990;05/12/2018;05/12/2018;6497.41;
1156077;31562;05/12/2018;05/12/2018;24982.27;
1156078;34577;05/12/2018;05/12/2018;4070.73;
1156079;37319;05/12/2018;05/12/2018;8343.09;
1156080;48896;05/12/2018;05/12/2018;7359.32;
1156081;48851;05/12/2018;05/12/2018;14177.20;
1156082;50914;05/12/2018;05/12/2018;5437.12;
1156083;51320;05/12/2018;05/12/2018;11078.39;
1156086;34175;05/12/2018;05/12/2018;8313.55;
1156093;34289;05/12/2018;05/12/2018;3936.01;
1156097;51691;05/12/2018;03/12/2018;3541.65;
1156099;51816;05/12/2018;05/12/2018;7547.71;
1156102;51634;05/12/2018;05/12/2018;13513.23;
1156103;54675;05/12/2018;05/12/2018;11310.32;
1156104;51635;05/12/2018;05/12/2018;3745.58;
1156105;39545;05/12/2018;05/12/2018;8023.33;
1156106;50930;05/12/2018;05/12/2018;1552.57;
1156108;33470;05/12/2018;05/12/2018;3602.29;
1156109;29624;05/12/2018;05/12/2018;3664.47;
1156111;52733;05/12/2018;05/12/2018;6139.65;
1156113;53003;05/12/2018;05/12/2018;4907.43;
1156114;45146;05/12/2018;05/12/2018;4444.58;
1156115;51732;05/12/2018;05/12/2018;3878.54;
1156117;33455;05/12/2018;05/12/2018;1560.41;
1156120;50431;05/12/2018;05/12/2018;4609.32;
1156122;52994;05/12/2018;05/12/2018;2275.43;
1156125;44912;05/12/2018;05/12/2018;6740.72;
1156137;41039;05/12/2018;05/12/2018;11170.11;
1156140;44882;05/12/2018;05/12/2018;4558.13;
1156141;38444;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1156145;47054;05/12/2018;05/12/2018;3766.44;
1156154;41054;05/12/2018;05/12/2018;6105.49;
1156157;40898;05/12/2018;05/12/2018;8707.45;
1156160;46325;05/12/2018;05/12/2018;4401.92;
1156170;38474;05/12/2018;05/12/2018;7800.89;
1156174;37658;05/12/2018;05/12/2018;4055.64;
1156175;30509;05/12/2018;05/12/2018;12520.00;
1156178;45227;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1156189;37568;05/12/2018;05/12/2018;5063.75;
1156200;51861;05/12/2018;05/12/2018;4696.69;
1156204;30428;05/12/2018;05/12/2018;7835.94;
1156212;29633;05/12/2018;05/12/2018;1348.41;
1156334;53569;05/12/2018;05/12/2018;11605.14;
1156342;49964;05/12/2018;05/12/2018;4708.66;
1156356;50006;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1156361;46673;05/12/2018;05/12/2018;4768.55;
1156374;37367;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1156386;34853;05/12/2018;05/12/2018;13835.81;
1156397;50437;05/12/2018;05/12/2018;8757.20;
1156420;48137;05/12/2018;05/12/2018;6746.46;
1156421;35039;05/12/2018;05/12/2018;13984.37;
1156437;34799;05/12/2018;05/12/2018;12708.24;
1156452;42980;05/12/2018;05/12/2018;8096.32;
1156479;42776;05/12/2018;05/12/2018;6114.77;
1156486;51743;05/12/2018;05/12/2018;6275.27;
1156489;43139;05/12/2018;05/12/2018;6642.02;
1156554;45245;05/12/2018;05/12/2018;7079.73;
1156559;38633;05/12/2018;05/12/2018;4655.72;
1156570;29693;05/12/2018;05/12/2018;11851.12;
1156577;45209;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1156587;51384;05/12/2018;05/12/2018;11094.57;
1156599;51201;05/12/2018;05/12/2018;9383.23;
1156601;51835;05/12/2018;05/12/2018;5487.67;
1156603;51859;05/12/2018;05/12/2018;8339.93;
1156607;53883;05/12/2018;05/12/2018;10171.96;
1156610;53858;05/12/2018;05/12/2018;9523.39;
1156611;54161;05/12/2018;05/12/2018;5560.06;
1156612;53847;05/12/2018;05/12/2018;4097.26;
1156618;53860;05/12/2018;05/12/2018;10248.17;
1156622;31592;05/12/2018;05/12/2018;11416.67;
1156627;41102;05/12/2018;05/12/2018;2248.97;
1156634;44054;05/12/2018;05/12/2018;4204.35;
1156639;51864;05/12/2018;05/12/2018;13196.38;
1156653;51724;05/12/2018;05/12/2018;9135.50;
1156659;32345;05/12/2018;05/12/2018;2311.15;
1156786;44168;05/12/2018;05/12/2018;753.91;
1156792;39062;05/12/2018;05/12/2018;1394.81;
1156797;54019;05/12/2018;05/12/2018;11043.36;
1156803;41180;05/12/2018;05/12/2018;13725.34;
1156806;52968;05/12/2018;05/12/2018;11550.43;
1156812;50771;05/12/2018;05/12/2018;16834.86;
1156817;47417;05/12/2018;05/12/2018;4924.30;
1156824;45551;05/12/2018;05/12/2018;1376.55;
1156832;51736;05/12/2018;05/12/2018;4237.74;
1156836;54154;05/12/2018;05/12/2018;4324.38;
1156844;54717;05/12/2018;05/12/2018;11824.46;
1156873;51730;05/12/2018;05/12/2018;11048.25;
1156877;54163;05/12/2018;05/12/2018;8972.88;
1156990;53182;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1157019;32546;05/12/2018;05/12/2018;6449.89;
1157022;49955;05/12/2018;05/12/2018;6972.70;
1157031;43181;05/12/2018;05/12/2018;499.24;
1157173;43115;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1157280;51670;05/12/2018;05/12/2018;4109.21;
1157283;35081;05/12/2018;05/12/2018;8149.70;
1157287;53781;05/12/2018;05/12/2018;6036.89;
1157299;50975;05/12/2018;05/12/2018;1911.66;
1157304;50427;05/12/2018;05/12/2018;4250.96;
1157307;50971;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1157310;53959;05/12/2018;05/12/2018;4054.60;
1157316;53587;05/12/2018;05/12/2018;2375.50;
1157318;50406;05/12/2018;05/12/2018;6569.40;
1157321;53679;05/12/2018;05/12/2018;7758.38;
1157333;52628;05/12/2018;05/12/2018;6360.60;
1157416;440034402444036;05/12/2018;05/12/2018;15072.77;Medidor Deconectado
1157444;52710;05/12/2018;05/12/2018;2371.23;
1157450;50977;05/12/2018;05/12/2018;2226.78;
1157452;51350;05/12/2018;05/12/2018;937.28;
1157454;55786;05/12/2018;05/12/2018;157.84;
1157458;34205;05/12/2018;05/12/2018;8442.44;
1157463;32252;05/12/2018;;;Medidor Sin Conexion
1157474;36620;05/12/2018;05/12/2018;1385.26;
1157475;43175;05/12/2018;05/12/2018;11706.01;
1157476;43208;05/12/2018;05/12/2018;6638.35;
1157525;51528;05/12/2018;05/12/2018;7842.61;
1157526;54164;05/12/2018;05/12/2018;7825.57;
1157532;51508;05/12/2018;05/12/2018;8781.83;
1157533;50428;05/12/2018;05/12/2018;4595.45;
1157537;512915129754142;05/12/2018;05/12/2018;2464.56;
1157539;51656;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1157541;51651;05/12/2018;05/12/2018;11037.77;
1157542;51681;05/12/2018;05/12/2018;2722.47;
1157552;51679;05/12/2018;05/12/2018;5944.62;
1157555;35753;05/12/2018;05/12/2018;4327.95;
1157558;42242;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1157563;38930;05/12/2018;05/12/2018;0.00;Medidor Desconectado
1157586;35783;05/12/2018;05/12/2018;5701.48;
1157587;47942;05/12/2018;05/12/2018;5537.56;
1157589;36839;05/12/2018;05/12/2018;5698.99;
1157595;51953;05/12/2018;05/12/2018;3938.28;
1157599;38240;05/12/2018;05/12/2018;9920.75;
1157608;51790;05/12/2018;05/12/2018;11133.32;
1157609;32123;05/12/2018;05/12/2018;9447.49;
1157612;36539;05/12/2018;05/12/2018;8297.41;
1157628;44051;05/12/2018;05/12/2018;4412.55;
1157647;52727;05/12/2018;05/12/2018;7799.07;
1157811;51244;05/12/2018;05/12/2018;2446.70;
1157815;50425;05/12/2018;05/12/2018;7058.86;
1157841;49457;05/12/2018;;;Medidor Sin Conexion
1157845;49412;05/12/2018;;;Medidor Sin Conexion
1157851;53793;05/12/2018;05/12/2018;7046.58;
1157857;30200;05/12/2018;05/12/2018;3305.47;
1157862;48044;05/12/2018;05/12/2018;6498.90;
1157866;48029;05/12/2018;05/12/2018;12739.22;
