codigo de transformador;capacidadtransformador;georeferencia;tipotransformador;direccion;codigo nodo;codigo usuario;tipousuario;codigo concentrador;codigo de caja;codigo de colector ;codigo de medidor;display;estado
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;0;1232523;MONOFASICO;8598;3708;11240;55527;37320;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;0;459542;MONOFASICO;8598;3708;11240;34178;20036;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;0;639716;MONOFASICO;8598;3708;11240;39560;16163;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;0;903356;MONOFASICO;8598;3708;11240;34211;20024;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;1;1015900;MONOFASICO;8598;2385;13608;38456;16211;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;1;1043525;MONOFASICO;8598;2385;13608;38561;16208;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;1;1164445;MONOFASICO;8598;2385;13608;40487;16160;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;1;423820;MONOFASICO;8598;2385;13608;38459;34859;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;1;533507;MONOFASICO;8598;2385;13608;38501;16205;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;1;533543;MONOFASICO;8598;2385;13608;38540;16187;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;1;903354;MONOFASICO;8598;2385;13608;38486;16178;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;10;1083645;MONOFASICO;8598;2307;13619;42911;14615;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;10;1085116;MONOFASICO;8598;2307;13619;42881;14654;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;10;1100139;MONOFASICO;8598;2307;13619;42962;14630;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;10;1144207;MONOFASICO;8598;2307;13619;42935;14657;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;10;1167670;MONOFASICO;8598;2307;13619;42899;14606;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;11;1083701;MONOFASICO;8598;4926;13768;42971;14603;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;11;1103152;MONOFASICO;8598;4926;13768;42893;14609;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;11;1137532;MONOFASICO;8598;4926;13768;42902;14648;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;11;1159029;MONOFASICO;8598;4926;13768;42890;14624;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;11;423830;MONOFASICO;8598;4926;13768;31991;14651;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;13;1100486;MONOFASICO;8598;6151;13592;33158;32177;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;13;1100487;MONOFASICO;8598;6151;13592;33248;32165;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;13;1159025;MONOFASICO;8598;6151;13592;33251;32138;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;2;1071042;MONOFASICO;8598;3540;13626;38489;16166;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;2;1147836;MONOFASICO;8598;3540;13626;38531;16181;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;2;500561;MONOFASICO;8598;3540;13626;38552;16172;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;4;1015874;MONOFASICO;8598;4110;13623;41903;25814;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;4;1037235;MONOFASICO;8598;4110;13623;41858;25799;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;4;392812;MONOFASICO;8598;4110;13623;41963;25781;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;4;392822;MONOFASICO;8598;4110;13623;38153;25775;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;5;1074162;MONOFASICO;8598;5310;10022;38111;35579;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;5;1167721;MONOFASICO;8598;5310;10022;38126;25760;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;5;1225825;MONOFASICO;8598;5310;10022;44291;8999;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;5;569620;MONOFASICO;8598;5310;10022;38147;25784;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;6;1083692;MONOFASICO;8598;3651;13616;41867;24992;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;6;1083693;MONOFASICO;8598;3651;13616;38090;24998;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;6;1114002;MONOFASICO;8598;3651;13616;41969;25019;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;6;1164554;MONOFASICO;8598;3651;13616;44042;13370;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;8;1015875;MONOFASICO;8598;2925;13767;42920;24986;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;8;1015878;MONOFASICO;8598;2925;13767;31988;25037;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;8;1083683;MONOFASICO;8598;2925;13767;42953;25034;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;8;1127543;MONOFASICO;8598;2925;13767;33203;25022;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;8;1173051;MONOFASICO;8598;2925;13767;51944;33759;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;8;533505;MONOFASICO;8598;2925;13767;32006;25013;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;8;569616;MONOFASICO;8598;2925;13767;42926;25028;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;9;1083663;MONOFASICO;8598;3162;13620;42869;14612;Activo
60TA010164;75.00;"(1.789417,-78.790694)";TRIFASICO;BARRIO OBRERO_TRUVO-7;9;1167715;MONOFASICO;8598;3162;13620;42947;14645;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;0;392804;MONOFASICO;8324;2322;14048;39398;23033;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;0;569576;MONOFASICO;8324;2322;14048;39425;23036;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;1;1083715;MONOFASICO;8324;5265;13178;46268;23003;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;1;1152495;BIFASICO;8324;5265;13178;3945530932;20489;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;1;1167907;MONOFASICO;8324;5265;13178;30899;23051;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;1;1210705;MONOFASICO;8324;5265;13178;54808;34264;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;1;423800;MONOFASICO;8324;5265;13178;39815;23030;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;1;629243;MONOFASICO;8324;5265;13178;30971;23009;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;10;1066895;MONOFASICO;8324;4893;14040;38981;13616;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;10;1186705;MONOFASICO;8324;4893;14040;52925;32518;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;10;1198887;MONOFASICO;8324;4893;14040;55288;31865;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;10;392814;MONOFASICO;8324;4893;14040;39047;13607;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;10;630268;MONOFASICO;8324;4893;14040;41528;13598;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;10;630269;MONOFASICO;8324;4893;14040;39023;13637;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;11;1020327;MONOFASICO;8324;4359;14043;36578;13580;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;11;1066894;MONOFASICO;8324;4359;14043;32156;13610;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;11;1128161;MONOFASICO;8324;4359;14043;32222;13586;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;11;1157463;MONOFASICO;8324;4359;14043;32252;16859;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;11;423770;MONOFASICO;8324;4359;14043;32270;13604;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;11;510330;MONOFASICO;8324;4359;14043;32204;13613;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;11;622344;MONOFASICO;8324;4359;14043;36665;13595;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;12;1096502;MONOFASICO;8324;4677;13759;36602;16877;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;12;1096511;MONOFASICO;8324;4677;13759;36563;35741;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;12;1100489;MONOFASICO;8324;4677;13759;36605;16850;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;12;1100490;MONOFASICO;8324;4677;13759;39194;34317;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;12;1174196;MONOFASICO;8324;4677;13759;41654;29456;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;1015883;MONOFASICO;8324;3894;13203;52562;36678;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;1083716;MONOFASICO;8324;3894;13203;36641;16874;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;1083717;MONOFASICO;8324;3894;13203;55428;16865;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;1100182;MONOFASICO;8324;3894;13203;36683;16847;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;1100189;MONOFASICO;8324;3894;13203;50291;11882;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;1100506;MONOFASICO;8324;3894;13203;32219;16823;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;423804;MONOFASICO;8324;3894;13203;36566;11876;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;569578;MONOFASICO;8324;3894;13203;36650;16871;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;13;569579;MONOFASICO;8324;3894;13203;32240;16862;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;14;1015886;MONOFASICO;8324;2652;13172;32243;11852;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;14;1015888;MONOFASICO;8324;2652;13172;36569;11861;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;14;1015892;MONOFASICO;8324;2652;13172;32195;11894;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;14;1158714;MONOFASICO;8324;2652;13172;54418;35649;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;14;1164596;MONOFASICO;8324;2652;13172;51932;32894;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;14;1165783;MONOFASICO;8324;2652;13172;32267;11897;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;14;1165935;MONOFASICO;8324;2652;13172;52198;33594;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;15;1015887;MONOFASICO;8324;1905;13189;54184;33235;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;15;1103066;MONOFASICO;8324;1905;13189;33710;12107;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;15;1107202;MONOFASICO;8324;1905;13189;45482;12098;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;15;1177818;MONOFASICO;8324;1905;13189;51381;33865;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;15;1190640;MONOFASICO;8324;1905;13189;54996;36972;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;16;1158579;MONOFASICO;8324;3627;13176;45455;12080;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;16;1167707;MONOFASICO;8324;3627;13176;33755;12137;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;16;1181453;MONOFASICO;8324;3627;13176;53445;24356;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;16;1192584;MONOFASICO;8324;3627;13176;55334;36826;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;17;1102092;MONOFASICO;8324;1815;14242;30029;37070;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;17;1107203;MONOFASICO;8324;1815;14242;45416;12116;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;17;1158584;MONOFASICO;8324;1815;14242;45392;12101;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;18;1105244;MONOFASICO;8324;5325;13188;33719;12110;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;18;1164725;MONOFASICO;8324;5325;13188;45488;33167;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;19;1103005;MONOFASICO;8324;3465;13171;45434;25796;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;19;1158581;MONOFASICO;8324;3465;13171;45410;34301;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;19;1158593;MONOFASICO;8324;3465;13171;45494;25793;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;19;1164803;MONOFASICO;8324;3465;13171;33752;25763;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;2;1100201;MONOFASICO;8324;3180;13174;30986;16832;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;2;1175713;MONOFASICO;8324;3180;13174;30962;34841;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;4;1015895;MONOFASICO;8324;2958;13175;32927;22421;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;4;1100272;MONOFASICO;8324;2958;13175;32636;22403;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;4;1100278;MONOFASICO;8324;2958;13175;39017;22442;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;4;1100279;MONOFASICO;8324;2958;13175;39026;22436;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;4;1167709;MONOFASICO;8324;2958;13175;33005;36443;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;5;1100270;MONOFASICO;8324;2865;13201;38975;22646;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;5;1173373;MONOFASICO;8324;2865;13201;30260;32192;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;5;1176653;MONOFASICO;8324;2865;13201;50621;32789;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;6;1162545;MONOFASICO;8324;3240;13209;33020;22445;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;6;1162551;MONOFASICO;8324;3240;13209;32963;22457;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;6;1178308;MONOFASICO;8324;3240;13209;50637;34936;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;6;1182515;MONOFASICO;8324;3240;13209;54318;33963;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;8;1102096;MONOFASICO;8324;5322;13184;32999;22430;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;8;1162520;MONOFASICO;8324;5322;13184;39539;22409;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;8;1162542;MONOFASICO;8324;5322;13184;41501;22439;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;8;1162561;MONOFASICO;8324;5322;13184;32981;22400;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;8;1162562;MONOFASICO;8324;5322;13184;32915;22427;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;8;1164611;MONOFASICO;8324;5322;13184;38957;22406;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;8;1209190;MONOFASICO;8324;5322;13184;52954;33730;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;9;1100269;MONOFASICO;8324;2361;13206;32342;13592;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;9;1162544;MONOFASICO;8324;2361;13206;38966;13628;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;9;1167729;MONOFASICO;8324;2361;13206;55538;13622;Activo
60TA010165;75.00;"(1.789083,-78.792556)";TRIFASICO;OBRERO HOSPITAL DIVINO NIÑO;9;1190642;MONOFASICO;8324;2361;13206;55002;36846;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;1;1055596;MONOFASICO;8225;3849;13679;31895;18389;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;1;423640;MONOFASICO;8225;3849;13679;50285;18416;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;10;1010096;MONOFASICO;8225;2751;12730;38243;11390;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;10;1073211;MONOFASICO;8225;2751;12730;38081;11375;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;11;1019431;BIFASICO;8225;1662;13338;4442352045;11372;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;11;1046856;MONOFASICO;8225;1662;13338;44486;11378;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;11;1179101;MONOFASICO;8225;1662;13338;50616;32441;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;11;1198856;MONOFASICO;8225;1662;13338;55289;33206;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;11;640616;MONOFASICO;8225;1662;13338;47120;33562;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;12;1101348;MONOFASICO;8225;3801;13180;47087;11417;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;12;1167756;MONOFASICO;8225;3801;13180;44399;11384;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;12;1167759;MONOFASICO;8225;3801;13180;47117;33873;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;13;1075497;MONOFASICO;8225;2829;13187;47027;11366;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;13;423628;MONOFASICO;8225;2829;13187;44456;11414;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;14;1102321;MONOFASICO;8225;3813;13179;44447;11387;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;14;386446;MONOFASICO;8225;3813;13179;49409;35589;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;15;1164464;BIFASICO;8225;3129;13108;3745736464;26573;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;15;1164698;BIFASICO;8225;3129;13108;3431344414;11369;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;15;378704;MONOFASICO;8225;3129;13108;44375;11402;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;15;396344;MONOFASICO;8225;3129;13108;47051;35997;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;15;610327;BIFASICO;8225;3129;13108;4706944441;11393;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;16;1195304;MONOFASICO;8225;4473;8822;55218;36710;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;16;386432;MONOFASICO;8225;4473;8822;44396;21920;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;16;386444;MONOFASICO;8225;4473;8822;44402;21938;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;16;589469;MONOFASICO;8225;4473;8822;44384;21932;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;16;640618;MONOFASICO;8225;4473;8822;44390;21944;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;19;1061709;MONOFASICO;8225;1596;11552;52362;36721;Activo
60TA010167-Z;75.00;"(1.792139,-78.7905)";TRIFASICO;OBRERO PANADERIA FRIWY;19;1132690;MONOFASICO;8225;1596;11552;32366;36733;Activo
